0.108695652,0.394021739,0.636413043,0.135869565,0.692314518,0.08695652,0.57608696,0.136775358,-0.029503107,0.692314518,0.19701087
0.102209945,0.392265193,0.601657459,0.187845304,0.724734009,0.02209945,0.569060776,-0.152854508,0.341752171,0.724734009,0.196132597
0.107238606,0.394101877,0.637265416,0.085790885,0.640954715,0.07238606,0.576407512,0.143878467,-0.387207964,0.640954715,0.197050939
0.113513514,0.402702703,0.640540541,0.17027027,0.681435881,0.13513514,0.610810816,0.171171175,0.216216214,0.681435881,0.201351352
0.117647059,0.392156863,0.575070028,0.238095238,0.728275282,0.17647059,0.568627456,-0.374416433,0.700680271,0.728275282,0.196078432
0.112044818,0.37535014,0.569467787,0.212885154,0.749395512,0.12044818,0.50140056,-0.421101775,0.520608243,0.749395512,0.18767507
0.122905028,0.399441341,0.651396648,0.159217877,0.703629488,0.22905028,0.597765368,0.261638733,0.13727055,0.703629488,0.199720671
0.127478754,0.368271955,0.625212465,0.257790368,0.733364662,0.27478754,0.473087824,0.043437208,0.841359771,0.733364662,0.184135978
0.137426901,0.362573099,0.610526316,0.184210526,0.651470323,0.37426901,0.4502924,-0.078947367,0.315789471,0.651470323,0.18128655
0.108938547,0.38547486,0.601117318,0.136871508,0.670269265,0.08938547,0.54189944,-0.157355683,-0.022346371,0.670269265,0.19273743
0.122093023,0.389534884,0.612209302,0.130813953,0.626667449,0.22093023,0.558139536,-0.064922483,-0.065614621,0.626667449,0.194767442
0.121301775,0.349112426,0.595266272,0.127218935,0.636846209,0.21301775,0.396449704,-0.2061144,-0.091293321,0.636846209,0.174556213
0.116959064,0.365497076,0.604678363,0.195906433,0.671314717,0.16959064,0.461988304,-0.127680308,0.399331664,0.671314717,0.182748538
0.102493075,0.40166205,0.581440443,0.182825485,0.90165629,0.02493075,0.6066482,-0.321329642,0.305896321,0.90165629,0.200831025
0.119113573,0.387811634,0.606371191,0.096952909,0.84642011,0.19113573,0.551246536,-0.113573408,-0.307479221,0.84642011,0.193905817
0.122562674,0.367688022,0.601949861,0.139275766,0.707769409,0.22562674,0.470752088,-0.150417825,-0.0051731,0.707769409,0.183844011
0.125730994,0.347953216,0.584210526,0.169590643,0.648440432,0.25730994,0.391812864,-0.298245617,0.211361736,0.648440432,0.173976608
0.134502924,0.371345029,0.625146199,0.16374269,0.717965622,0.34502924,0.48538012,0.042884992,0.169590643,0.717965622,0.185672515
0.12034384,0.401146132,0.642120344,0.137535817,0.751364243,0.2034384,0.604584528,0.1843362,-0.017601307,0.751364243,0.200573066
0.093663912,0.388429752,0.585950413,0.154269972,0.688623147,-0.06336088,0.553719008,-0.283746558,0.101928371,0.688623147,0.194214876
0.120689655,0.359195402,0.595402299,0.163793103,0.685132489,0.20689655,0.436781608,-0.204980842,0.169950736,0.685132489,0.179597701
