0.098663709,0.191813386,0.673858615,0.226141385,0.913854396
0.097286433,0.199670076,0.666069648,0.233930352,0.8836602
0.100726097,0.199593862,0.66783798,0.23216202,0.872839159
0.132144969,0.186500747,0.672890907,0.227109093,0.916297857
0.099874113,0.185257395,0.66797059,0.23202941,0.842644963
0.067669866,0.206254805,0.687059305,0.212940695,0.901113493
0.137863775,0.189018493,0.725714613,0.174285387,0.814196096
0.104619719,0.198254047,0.674451223,0.225548777,0.846484687
0.079317948,0.200548607,0.6875995,0.2124005,0.826937
0.099922859,0.199357373,0.697406505,0.202593495,0.798662666
0.101722519,0.20893914,0.69524293,0.20475707,0.820653814
0.098077975,0.209532808,0.67442071,0.22557929,0.834616448
0.107200738,0.189634563,0.704558809,0.195441191,0.784350966
0.069729839,0.193198777,0.667699028,0.232300972,0.679980277
0.091545615,0.204764697,0.689805146,0.210194854,0.86812677
0.112571112,0.193923986,0.689634968,0.210365032,0.825366203
0.108800775,0.174775256,0.644767983,0.255232017,0.805294917
0.07247326,0.20794595,0.680446474,0.219553526,0.828507796
0.107988916,0.175978657,0.638280216,0.261719784,0.753284105
0.101611509,0.198335589,0.703958929,0.196041071,0.659036326
0.174743563,0.176831862,0.681575374,0.218424626,0.810530905
0.097359565,0.190938398,0.657070264,0.242929736,0.897099236
0.104651681,0.181530212,0.630372173,0.269627827,0.695862773
0.046263531,0.218198572,0.64157733,0.25842267,0.8693485
0.112365311,0.185145428,0.649355541,0.250644459,0.894306709
0.115091223,0.180784273,0.627923531,0.272076469,0.707731012
0.143786152,0.170658947,0.64748492,0.25251508,0.838805239
0.113881239,0.187013476,0.65103042,0.24896958,0.837059909
0.138107206,0.192051999,0.701042918,0.198957082,0.784525499
0.113983803,0.191180611,0.678117534,0.221882466,0.822748209
0.067511497,0.207427367,0.660823612,0.239176388,0.742637597
0.067667035,0.192683504,0.660829514,0.239170486,0.780336709
0.110707321,0.162304068,0.637775195,0.262224805,0.785572696
0.077372818,0.199247441,0.676700452,0.223299548,0.872664626
0.109516793,0.200961146,0.693316706,0.206683294,0.886103661
0.094978203,0.209450515,0.686261966,0.213738034,0.921184779
0.070424442,0.211751341,0.711418919,0.188581081,0.845612023
0.124243199,0.195356763,0.694331759,0.205668241,0.900066295
0.107850143,0.207056475,0.662343779,0.237656221,0.871791961
0.108204284,0.180952579,0.63658757,0.26341243,0.80965824
0.133937156,0.178727496,0.6865935,0.2134065,0.931831288
0.071749727,0.195629467,0.687826127,0.212173873,0.774402589
0.110772503,0.186377303,0.684859786,0.215140214,0.740543202
0.111552315,0.201971015,0.677544091,0.222455909,0.930435024
0.091673019,0.193543085,0.65272357,0.24727643,0.781383906
0.135862402,0.176432833,0.652675935,0.247324065,0.844564825
0.102582784,0.205741095,0.692769484,0.207230516,0.821875545
0.110928355,0.186141121,0.711081831,0.188918169,0.77562432
0.094101415,0.198421646,0.65542526,0.24457474,0.791855882
0.097815417,0.197088085,0.68597924,0.21402076,0.922581043
0.102702715,0.204297336,0.687654842,0.212345158,0.860098255
0.127481516,0.207822781,0.730599289,0.169400711,0.806342114
0.102252663,0.207486032,0.695356062,0.204643938,0.874409955
0.124507129,0.190412932,0.685390147,0.214609853,0.757472895
0.085746961,0.196115291,0.659950467,0.240049533,0.753458638
0.100509328,0.200188583,0.694272824,0.205727176,0.768817536
0.106878848,0.200156683,0.688659909,0.211340091,0.869523033
0.093081491,0.215782154,0.732818151,0.167181849,0.699353431
0.113609648,0.177761976,0.688367222,0.211632778,0.857305729
0.111171642,0.186553488,0.668031636,0.231968364,0.867603171
0.095565583,0.188446905,0.691628259,0.208371741,0.828856862
0.103240855,0.177435911,0.653345137,0.246654863,0.879820476
0.073355027,0.20571215,0.705122521,0.194877479,0.855036801
0.114073268,0.1899295,0.653081567,0.246918433,0.78696896
0.133782216,0.183102612,0.667359446,0.232640554,0.790634151
0.106404352,0.18055122,0.687252938,0.212747062,0.753807704
0.070229077,0.191297358,0.660151776,0.239848224,0.930958623
0.118893643,0.166914523,0.626720193,0.273279807,0.920312115
0.099846115,0.199025448,0.668684022,0.231315978,0.887150859
0.100526959,0.182775558,0.654675881,0.245324119,0.922057444
0.135039174,0.187872752,0.694802647,0.205197353,0.865683309
0.11487485,0.197037104,0.699727682,0.200272318,0.873537291
0.129444956,0.181249987,0.661888111,0.238111889,0.834790981
0.105579046,0.196152851,0.697999301,0.202000699,0.839328837
0.129148844,0.187213078,0.668586669,0.231413331,0.872664626
0.13301645,0.201329598,0.63334718,0.26665282,0.867952237
0.119754863,0.17341336,0.68142154,0.21857846,0.860621854
0.078439858,0.19348229,0.695686228,0.204313772,0.873886356
0.099746278,0.197498536,0.659201732,0.240798268,0.849277214
0.103972681,0.205765209,0.729033533,0.170966467,0.766374075
0.127496066,0.181980666,0.614327301,0.285672699,0.860272788
0.070648636,0.196937461,0.667944466,0.232055534,0.839154304
0.098367879,0.204420548,0.701914143,0.198085857,0.727104166
0.128008899,0.178355584,0.672869481,0.227130519,0.947190185
0.13696597,0.179155156,0.701823939,0.198176061,0.886801793
0.127737279,0.19261543,0.708888763,0.191111237,0.8693485
0.098474415,0.187211501,0.674842353,0.225157647,0.807563845
0.109123595,0.179524928,0.694171794,0.205828206,0.738099741
0.099148764,0.182970558,0.63538918,0.26461082,0.784350966
0.103803121,0.18682123,0.660819718,0.239180282,0.949459113
0.131024213,0.18147188,0.811163378,0.088836622,0.362330353
0.10225208,0.188658627,0.663639744,0.236360256,0.785572696
0.102456679,0.19927578,0.642964392,0.257035608,0.925199036
0.120505272,0.17777804,0.62657935,0.27342065,0.785572696
0.168686045,0.188712909,0.732891178,0.167108822,0.842994029
0.124976772,0.177037068,0.673752931,0.226247069,0.749618914
0.109499458,0.189372781,0.69407576,0.20592424,0.851371609
0.10153343,0.194892471,0.663471677,0.236528323,0.85084801
0.117845092,0.175163898,0.676581412,0.223418588,0.780162176
0.109295148,0.185254001,0.695408079,0.204591921,0.848230016
0.096258769,0.218292226,0.700943143,0.199056857,0.861319986
0.130212833,0.196549793,0.706722116,0.193277884,0.906174948
0.129261774,0.168219724,0.667439373,0.232560627,0.815417827
0.134439082,0.182869477,0.699774775,0.200225225,0.810356372
0.133521703,0.18464342,0.702025298,0.197974702,0.811578102
0.137659196,0.180091266,0.69419427,0.20580573,0.83653631
0.103113955,0.188057607,0.659360279,0.240639721,0.789586954
